RequestID,OperationType,Time_ns
1376,PUT,1000
1377,PUT,801
1378,PUT,1000
1379,GET,200
1380,GET,200
1381,GET,401
1382,GET,200
1383,GET,400
1384,GET,200
1385,GET,401
1386,GET,500
1387,GET,200
1388,PUT,799
1389,GET,200
1390,GET,300
1391,PUT,899
1392,GET,199
1393,PUT,900
1394,GET,200
1395,GET,301
1396,GET,299
1397,PUT,1000
1398,GET,300
1399,GET,99
1400,PUT,600
1401,GET,300
1402,GET,300
1403,GET,401
1404,GET,301
1405,GET,200
1406,GET,200
1407,PUT,601
1408,GET,200
1409,PUT,801
1410,GET,199
1411,PUT,1000
1412,GET,99
1413,PUT,1200
1414,GET,200
1415,GET,200
1416,PUT,1000
1417,GET,400
1418,GET,201
1419,PUT,799
1420,PUT,600
1421,PUT,1000
1422,PUT,700
1423,GET,100
1424,GET,200
1425,PUT,600
1426,GET,400
1427,GET,199
1428,GET,299
1429,GET,101
1430,GET,300
1431,GET,200
1432,GET,200
1433,GET,300
1434,PUT,700
1435,GET,301
1436,GET,199
1437,GET,100
1438,GET,301
1439,GET,400
1440,PUT,700
1441,PUT,700
1442,GET,300
1443,PUT,500
1444,GET,200
1445,GET,101
1446,GET,399
1447,PUT,1000
1448,GET,101
1449,PUT,899
1450,PUT,600
1451,GET,200
1452,GET,400
1453,PUT,700
1454,PUT,601
1455,GET,599
1456,PUT,1001
1457,PUT,700
1458,GET,299
1459,PUT,601
1460,GET,100
1461,GET,700
1462,GET,300
1463,GET,200
1464,GET,301
1465,GET,400
1466,GET,300
1467,PUT,899
1468,PUT,901
1469,GET,99
1470,GET,200
1471,GET,201
1472,GET,299
1473,GET,300
1474,GET,201
1475,GET,300
1476,PUT,1100
1477,GET,301
1478,PUT,699
1479,GET,301
1480,GET,301
1481,PUT,601
1482,GET,300
1483,PUT,800
1484,PUT,700
1485,GET,300
1486,GET,200
1487,GET,299
1488,GET,400
1489,GET,200
1490,PUT,600
1491,GET,300
1492,GET,500
1493,GET,400
1494,GET,299
1495,PUT,1200
1496,GET,200
1497,PUT,700
1498,GET,200
1499,PUT,1000
1500,PUT,1200
1501,GET,300
1502,GET,300
1503,PUT,1000
1504,GET,399
1505,GET,200
1506,PUT,700
1507,GET,200
1508,GET,201
1509,PUT,600
